,url_cleaned,topic_percentage,topic
227,"['lefigaro', 'flash', 'actu', 'filwww', 'homm', 'tomb', 'dan', 'coma', 'lor', 'gard', 'vue', 'commissariat', 'creteil']",0.7903011441230774,météo
228,"['commentcamarch', 'forum', 'affich', 'comment', 'lire', 'fichier', 'eml']",0.7211008071899414,météo
229,"['cuisin', 'journaldesfemm', 'gastronomi', 'savez', 'vou', 'aliment', 'vont', 'pa', 'frigo', 'pomm', 'terr']",0.7890987992286682,météo
230,"['cuisin', 'journaldesfemm', 'gastronomi', 'savez', 'vou', 'aliment', 'vont', 'pa', 'frigo', 'charcuteri', 'sech']",0.1666666716337204,Trintignan (acteur)
231,"['journaldesfemm', 'mode', 'magazin', 'comment', 'shabil', 'chaleur', 'canicul', 'look', 'inspir', 'habil', 'pendant', 'canicul']",0.7909865379333496,cuisine
232,"['cuisin', 'journaldesfemm', 'gastronomi', 'savez', 'vou', 'aliment', 'vont', 'pa', 'frigo', 'oeuf']",0.8323704600334167,cuisine
233,"['cuisin', 'journaldesfemm', 'gastronomi', 'savez', 'vou', 'aliment', 'vont', 'pa', 'frigo', 'rangement', 'frigo']",0.8324981331825256,cuisine
234,"['cuisin', 'journaldesfemm', 'gastronomi', 'savez', 'vou', 'aliment', 'vont', 'pa', 'frigo', 'confitur']",0.916452169418335,cuisine
235,"['lachainemeteo', 'meteo', 'franc', 'vill', 'previs', 'meteo', 'saint', 'malo', 'aujourdhui']",0.9071770310401917,cuisine
236,"['sant', 'medecin', 'journaldesfemm', 'impetigo', 'contagion', 'traitement']",0.8591939806938171,emploi/finance
237,"['lachainemeteo', 'meteo', 'franc', 'vill', 'previs', 'meteo', 'touquet', 'pari', 'plage', 'aujourdhui']",0.9071787595748901,cuisine
238,"['sport', 'lefigaro', 'tenni']",0.9164554476737976,cuisine
239,"['cuisin', 'journaldesfemm', 'recett', 'gratin', 'courgett']",0.9071654081344604,cuisine
240,"['commentcamarch', 'envoy', 'fichier', 'lourd', 'piec', 'joint', 'mail']",0.8956679105758667,météo
241,"['commentcamarch', 'new', 'mise', 'jour', 'window', 'moin', 'penibl']",0.7905496954917908,santé/symptomes
242,"['lachainemeteo', 'meteo', 'franc', 'vill', 'previs', 'meteo', 'pari', 'aujourdhui']",0.9072477221488953,météo
243,"['jeux', 'gratuit', 'jeu', 'rami', 'multijoueur']",0.5821945071220398,santé/symptomes
244,"['jeux', 'gratuit']",0.790737509727478,cuisine
245,"['commentcamarch', 'download', 'anti', 'spywar']",0.46686506271362305,santé/symptomes
246,"['beaut', 'journaldesfemm', 'forum', 'affich', 'quel', 'ag', 'jeun', 'fill', 'peuvent', 'ell', 'epil']",0.6724034547805786,cuisine
247,"['copainsdav', 'linternaut', 'login']",0.9072475433349609,météo
248,"['linternaut', 'auto', 'conduit', 'autorout', 'quell', 'plu', 'chere', 'franc', 'superperipheriqu', 'parisien']",0.7913283705711365,cuisine
249,"['commentcamarch', 'relier', 'internet', 'san', 'fil', 'wifi']",0.7217427492141724,cuisine
250,"['linternaut', 'bricolag', 'guid', 'maison', 'jardin', 'lamp', 'anti', 'moustiqu', 'efficac']",0.7215283513069153,cuisine
251,"['copainsdav', 'linternaut']",0.4820783734321594,Trintignan (acteur)
252,"['droit', 'financ', 'commentcamarch', 'temp', 'travail', 'effectif', 'definit']",0.7214894890785217,cuisine
253,"['jeux', 'gratuit', 'jeu', 'bubbl', 'bubbl', 'shooter']",0.492329478263855,météo
254,"['journaldunet', 'manag', 'guid', 'manag', 'smic', 'montant', 'mensuel', 'taux', 'horair']",0.7912482023239136,cuisine
255,"['lachainemeteo', 'meteo', 'franc', 'vill', 'previs', 'meteo', 'carcassonn', 'aujourdhui']",0.831792414188385,santé/symptomes
256,"['commentcamarch', 'forum', 'affich', 'gross', 'arnaqu', 'jecontact', 'site', 'rencontr', 'gratuit']",0.7215051651000977,cuisine
257,"['droit', 'financ', 'commentcamarch', 'pension', 'alimentair', 'montant', 'barem', 'calcul']",0.568429172039032,emploi/finance
258,"['sant', 'medecin', 'journaldesfemm', 'emphysem', 'pulmonair', 'symptom', 'traitement']",0.7913128733634949,cuisine
259,"['lefigaro', 'scienc', 'artfig', 'eraout', 'jour', 'seul', 'planet', 'suffit', 'plu', 'humanit', 'vivr']",0.8600308299064636,emploi/finance
260,"['droit', 'financ', 'commentcamarch', 'alloc', 'familial', 'module', 'plafond']",0.8956676125526428,météo
261,"['droit', 'financ', 'commentcamarch', 'content', 'modif', 'horair', 'travail', 'salari']",0.8328856229782104,cuisine
262,"['linternaut', 'televis', 'programm', 'tnt']",0.6663994193077087,emploi/finance
263,"['hugolescargot', 'coloriag', 'mandala']",0.8326489925384521,santé/symptomes
264,"['hugolescargot', 'coloriag', 'mandala', 'coloriag']",0.5354839563369751,santé/symptomes
265,"['droit', 'financ', 'commentcamarch', 'codevi', 'ldd', 'plafond', 'taux', 'interet']",0.8329985737800598,emploi/finance
266,"['sant', 'medecin', 'journaldesfemm', 'daflon', 'indic', 'posologi', 'effet', 'secondair']",0.4998016953468323,emploi/finance
267,"['viadeo', 'question', 'repondr']",0.7900400161743164,météo
268,"['journaldunet', 'patrimoin', 'guid', 'financ', 'personnel', 'avi', 'imposit']",0.1666666716337204,Trintignan (acteur)
269,"['sant', 'medecin', 'journaldesfemm', 'piqur', 'puce', 'symptom', 'traitement', 'prevent']",0.1666666716337204,Trintignan (acteur)
270,"['lefigaro', 'cultur', 'artfig', 'crible', 'dett', 'lucett', 'destouch', 'veuv', 'celin', 'met', 'maison', 'meudon', 'viager']",0.7910736799240112,emploi/finance
271,"['cuisin', 'journaldesfemm', 'gastronomi', 'savez', 'vou', 'aliment', 'vont', 'pa', 'frigo', 'herb', 'fraich']",0.7208501696586609,Trintignan (acteur)
272,"['cuisin', 'journaldesfemm', 'gastronomi', 'savez', 'vou', 'aliment', 'vont', 'pa', 'frigo', 'banan']",0.7217392325401306,gossip
273,"['cuisin', 'journaldesfemm', 'gastronomi', 'savez', 'vou', 'aliment', 'vont', 'pa', 'frigo', 'courgett']",0.8600671887397766,santé/symptomes
274,"['cuisin', 'journaldesfemm', 'gastronomi', 'savez', 'vou', 'aliment', 'vont', 'pa', 'frigo', 'avocat']",0.8326458930969238,santé/symptomes
275,"['cuisin', 'journaldesfemm', 'gastronomi', 'savez', 'vou', 'aliment', 'vont', 'pa', 'frigo']",0.7192714810371399,gossip
276,"['cuisin', 'journaldesfemm', 'gastronomi', 'savez', 'vou', 'aliment', 'vont', 'pa', 'frigo', 'fruit', 'exotiqu']",0.9071658253669739,cuisine
277,"['cuisin', 'journaldesfemm', 'gastronomi', 'savez', 'vou', 'aliment', 'vont', 'pa', 'frigo', 'miel']",0.9071782231330872,cuisine
278,"['cuisin', 'journaldesfemm', 'gastronomi', 'savez', 'vou', 'aliment', 'vont', 'pa', 'frigo', 'tomat']",0.916479229927063,cuisine
279,"['cuisin', 'journaldesfemm', 'gastronomi', 'savez', 'vou', 'aliment', 'vont', 'pa', 'frigo', 'huil', 'vegetal']",0.9071718454360962,cuisine
280,"['cuisin', 'journaldesfemm', 'gastronomi', 'savez', 'vou', 'aliment', 'vont', 'pa', 'frigo', 'ail']",0.9071787595748901,cuisine
281,"['cuisin', 'journaldesfemm', 'gastronomi', 'savez', 'vou', 'aliment', 'vont', 'pa', 'frigo', 'oignon']",0.9071773886680603,cuisine
282,"['cuisin', 'journaldesfemm', 'gastronomi', 'savez', 'vou', 'aliment', 'vont', 'pa', 'frigo', 'pomm']",0.9071789383888245,cuisine
283,"['cuisin', 'journaldesfemm', 'gastronomi', 'savez', 'vou', 'aliment', 'vont', 'pa', 'frigo', 'agrum']",0.9071622490882874,cuisine
284,"['droit', 'financ', 'commentcamarch', 'formul', 'politess', 'exempl', 'conseil']",0.9071783423423767,cuisine
285,"['linternaut', 'televis', 'star', 'miss', 'franc', 'ninja', 'warrior', 'face', 'cache', 'iri', 'mittenaer', 'comment', 'sculpt', 'ell', 'corp']",0.9071779251098633,cuisine
286,"['linternaut', 'televis', 'star', 'miss', 'franc', 'ninja', 'warrior', 'face', 'cache', 'iri', 'mittenaer', 'separe', 'apr', 'etr', 'devenu', 'miss', 'univ']",0.9071744084358215,cuisine
287,"['linternaut', 'televis', 'star', 'miss', 'franc', 'ninja', 'warrior', 'face', 'cache', 'iri', 'mittenaer', 'vraie', 'sportiv']",0.9164502024650574,cuisine
288,"['linternaut', 'televis', 'star', 'miss', 'franc', 'ninja', 'warrior', 'face', 'cache', 'iri', 'mittenaer']",0.9071788787841797,cuisine
289,"['linternaut', 'actualit']",0.8608292937278748,emploi/finance
290,"['linternaut', 'televis', 'star', 'miss', 'franc', 'ninja', 'warrior', 'face', 'cache', 'iri', 'mittenaer', 'prepar', 'physiqu', 'miss', 'univ']",0.9398493766784668,gossip
291,"['linternaut', 'televis', 'star', 'miss', 'franc', 'ninja', 'warrior', 'face', 'cache', 'iri', 'mittenaer', 'rapport', 'notoriet']",0.9441173672676086,gossip
292,"['linternaut', 'televis', 'star', 'miss', 'franc', 'ninja', 'warrior', 'face', 'cache', 'iri', 'mittenaer', 'combien', 'gagn', 'ell']",0.9301518797874451,gossip
293,"['linternaut', 'televis', 'star', 'miss', 'franc', 'ninja', 'warrior', 'face', 'cache', 'iri', 'mittenaer', 'regim', 'alimentair', 'protein']",0.9301518797874451,gossip
294,"['linternaut', 'televis', 'star', 'miss', 'franc', 'ninja', 'warrior', 'face', 'cache', 'iri', 'mittenaer', 'vie', 'new', 'yorkais']",0.7196460366249084,santé/symptomes
295,"['linternaut', 'televis', 'star', 'miss', 'franc', 'ninja', 'warrior', 'face', 'cache', 'iri', 'mittenaer', 'ell', 'souhaitait', 'devenir', 'chirurgien', 'dentist']",0.935534656047821,gossip
296,"['linternaut', 'televis', 'star', 'miss', 'franc', 'ninja', 'warrior', 'face', 'cache', 'iri', 'mittenaer', 'ell', 'appri', 'etr', 'ais', 'dan', 'import', 'quell', 'situat']",0.9301422238349915,gossip
297,"['lachainemeteo', 'meteo', 'portug', 'vill', 'previs', 'meteo', 'lisbonn', 'aujourdhui']",0.7529339790344238,gossip
298,"['sant', 'medecin', 'journaldesfemm', 'hemiplegi', 'definit', 'caus', 'symptom']",0.9301534295082092,gossip
299,"['lefigaro', 'langu', 'francais', 'actu', 'mot', 'artfig', 'non', 'frite', 'pa', 'belg']",0.6247451305389404,gossip
300,"['linternaut', 'cinema', 'cinema', 'cineland', 'shtml']",0.748598039150238,gossip
301,"['lachainemeteo', 'meteo', 'franc', 'vill', 'previs', 'meteo', 'havr', 'aujourdhui']",0.9439194202423096,gossip
302,"['codespromo', 'lefigaro', 'code', 'promo']",0.8807789087295532,météo
303,"['droit', 'financ', 'commentcamarch', 'tutel', 'curatel', 'vent', 'bien', 'immobili']",0.8603630661964417,Trintignan (acteur)
304,"['droit', 'financ', 'commentcamarch', 'montant', 'minimum', 'vieilless', 'aspa']",0.8802071809768677,gossip
305,"['droit', 'financ', 'commentcamarch', 'content', 'inaptitud', 'travail', 'procedur', 'droit', 'salari']",0.8327223062515259,santé/symptomes
306,"['viadeo', 'signout']",0.8956642746925354,météo
307,"['viadeo', 'outil', 'npwd']",0.7914096713066101,météo
308,"['viadeo', 'forgottenpassword']",0.44427797198295593,Trintignan (acteur)
309,"['viadeo', 'request', 'pend']",0.8329837918281555,emploi/finance
310,"['viadeo', 'signin']",0.5865442752838135,emploi/finance
311,"['video', 'lefigaro', 'figaro', 'video', 'furieux', 'jean', 'lassal', 'quitt', 'hemicycl', 'apr', 'avoir', 'interrompu']",0.5825022459030151,gossip
312,"['viadeo', 'job']",0.5824382901191711,gossip
313,"['cuisin', 'journaldesfemm', 'recett', 'piqu', 'niqu']",0.5825000405311584,gossip
314,"['cuisin', 'journaldesfemm', 'gastronomi', 'recett', 'piqu', 'niqu']",0.5825255513191223,gossip
315,"['codespromo', 'lefigaro', 'code', 'promo', 'weight', 'watcher']",0.5824889540672302,gossip
316,"['deco', 'journaldesfemm', 'design', 'editeur', 'design', 'franc', 'chanc']",0.7907347679138184,santé/symptomes
317,"['commentcamarch', 'download', 'telecharg', 'excel', 'viewer']",0.5825030207633972,gossip
318,"['lefigaro', 'actualit', 'franc', 'artfig', 'pari', 'situat', 'explos', 'migrant', 'port', 'chapel']",0.7210978269577026,météo
319,"['cuisin', 'journaldesfemm', 'recett', 'tart', 'poir', 'amand']",0.7906922101974487,cuisine
320,"['droit', 'financ', 'commentcamarch', 'barem', 'kilometriqu']",0.7914091348648071,météo
321,"['lefigaro', 'conso', 'artfig', 'mcdonald', 'lot', 'salad', 'contamin', 'listeria', 'vendu', 'debut', 'juillet']",0.7202467322349548,Trintignan (acteur)
322,"['linternaut', 'page', 'blanch']",0.7911885976791382,cuisine
323,"['linternaut', 'auto', 'guid', 'pratiqu', 'auto', 'courroi', 'distribut', 'quand', 'changer']",0.8599743247032166,météo
324,"['cadremploi', 'editori', 'conseil', 'droit', 'travail', 'articl', 'lettr', 'demand', 'ruptur', 'conventionnel']",0.508445143699646,météo
325,"['linternaut', 'cinema', 'star', 'cinema', 'evolut', 'physiqu', 'catherin', 'deneuv', 'comment', 'ell', 'proteg', 'cheveux']",0.47973063588142395,emploi/finance
326,"['lefigaro', 'intern', 'artfig', 'polemiqu', 'itali', 'navir', 'reconduit', 'migrant', 'jusqu', 'liby']",0.7208467125892639,Trintignan (acteur)
327,"['linternaut', 'televis', 'star', 'miss', 'franc', 'ninja', 'warrior', 'face', 'cache', 'iri', 'mittenaer', 'routin', 'beaut']",0.7197799682617188,météo
328,"['linternaut', 'televis', 'star', 'miss', 'franc', 'ninja', 'warrior', 'face', 'cache', 'iri', 'mittenaer', 'ell', 'chang', 'depui', 'elect']",0.8322426676750183,Trintignan (acteur)
329,"['linternaut', 'televis', 'star', 'miss', 'franc', 'ninja', 'warrior', 'face', 'cache', 'iri', 'mittenaer', 'nouvel', 'animatric', 'star']",0.9067850112915039,emploi/finance
330,"['linternaut', 'televis', 'star', 'miss', 'franc', 'ninja', 'warrior', 'face', 'cache', 'iri', 'mittenaer', 'ell', 'ador', 'manger']",0.8802986741065979,santé/symptomes
331,"['linternaut', 'televis', 'star', 'miss', 'franc', 'ninja', 'warrior', 'face', 'cache', 'iri', 'mittenaer', 'ell', 'bat', 'acc', 'soin', 'medicaux', 'dentair']",0.7204307317733765,Trintignan (acteur)
332,"['linternaut', 'televis', 'star', 'miss', 'franc', 'ninja', 'warrior', 'face', 'cache', 'iri', 'mittenaer', 'ell', 'reprendr', 'etud']",0.9301505088806152,gossip
333,"['lefigaro', 'societ', 'artfig', 'ryanair', 'avion', 'peuvent', 'tre', 'bien', 'aller', 'ailleur', 'greve', 'persist', 'previent', 'leari']",0.7510217428207397,gossip
334,"['lefigaro', 'actualit', 'franc', 'artfig', 'canicul', 'retour', 'majeur', 'parti', 'franc']",0.9400572776794434,gossip
335,"['lefigaro', 'scienc', 'artfig', 'pari', 'climatis', 'bientot', 'indispens', 'echapp', 'canicul']",0.7490541338920593,gossip
336,"['commentcamarch', 'forum', 'affich', 'notic', 'francai', 'bracelet', 'bluetooth']",0.7546700239181519,gossip
337,"['lefigaro', 'politiqu', 'scan', 'artfig', 'rejet', 'deux', 'motion', 'censur', 'contr', 'gouvern']",0.7543001174926758,gossip
338,"['lefigaro', 'scienc', 'artfig', 'mal', 'do', 'comment', 'briser', 'cercl', 'vicieux']",0.79054194688797,Trintignan (acteur)
339,"['madam', 'lefigaro', 'cuisin', 'huitr', 'moul', 'crevett', 'vrai', 'faux', 'consomm', 'coquillag', 'crustac']",0.5412414073944092,santé/symptomes
340,"['lefigaro', 'scienc', 'artfig', 'nuit', 'blanch', 'cafe', 'stress', 'cern', 'ide', 'recu', 'fatigu', 'vie', 'dure']",0.4522380232810974,emploi/finance
341,"['lefigaro', 'scienc', 'artfig', 'sucr', 'ami', 'ennemi']",0.7909843325614929,cuisine
342,"['lefigaro', 'actualit', 'franc', 'qcmwww', 'apr', 'limit', 'vitess', 'kmh', 'pensez', 'vou', 'cett', 'mesur', 'amelior', 'securit']",0.7911365032196045,gossip
343,"['madam', 'lefigaro', 'deco', 'design', 'peintur', 'maison', 'couleur', 'troi', 'bonn', 'raison', 'adopt', 'teint', 'vert', 'saug', 'deco']",0.7905647158622742,santé/symptomes
344,"['sport', 'lefigaro', 'footbal', 'coup', 'mond', 'russi', 'actualit', 'coup', 'mond', 'equip', 'type', 'mondial']",0.7195331454277039,météo
345,"['programm', 'tvmag', 'lefigaro', 'programm', 'chain', 'tou', 'programm', 'franc']",0.8321988582611084,santé/symptomes
346,"['cuisin', 'journaldesfemm', 'recett', 'tart', 'pech', 'creme', 'amand']",0.7208591103553772,santé/symptomes
347,"['lachainemeteo', 'meteo', 'franc', 'vill', 'previs', 'meteo', 'rouen', 'aujourdhui']",0.5508131980895996,météo
348,"['kiosqu', 'lefigaro']",0.8311887979507446,Trintignan (acteur)
349,"['premium', 'lefigaro', 'intern']",0.572500467300415,santé/symptomes
350,"['tvmag', 'lefigaro', 'programm', 'mort', 'jean', 'yve', 'chatelai', 'acteur', 'speakerin', 'kaamelott', 'dix', 'cent', 'bbc', 'edac']",0.8606876730918884,météo
351,"['jeux', 'gratuit', 'jeu', 'butterfli', 'kyodai']",0.5084438920021057,météo
352,"['sant', 'lefigaro', 'articl', 'ordr', 'medecin', 'prend', 'posit', 'contr', 'homeopathi']",0.8956668972969055,météo
353,"['codespromo', 'lefigaro', 'code', 'promo', 'amazon']",0.1666666716337204,Trintignan (acteur)
354,"['cuisin', 'journaldesfemm', 'recett', 'mouss', 'chocolat']",0.720920979976654,Trintignan (acteur)
355,"['lefigaro', 'intern', 'artfig', 'etat', 'uni', 'justic', 'suspend', 'autoris', 'imprim', 'arm']",0.7213236689567566,météo
356,"['sant', 'lefigaro', 'actualit', 'lenvi', 'pressant', 'durin', 'problem', 'tabou']",0.7913155555725098,cuisine
357,"['lefigaro', 'musiqu', 'artfig', 'jout', 'verbal', 'mise', 'po', 'frasqu', 'booba']",0.7902222871780396,santé/symptomes
358,"['madam', 'lefigaro', 'celebrit', 'melania', 'trump', 'photo', 'jardinag', 'detourne', 'meme', 'internet']",0.791409432888031,météo
359,"['lachainemeteo', 'meteo', 'belgiqu', 'vill', 'previs', 'meteo', 'bruxel', 'aujourdhui']",0.7210812568664551,météo
360,"['tvmag', 'lefigaro']",0.7899323105812073,gossip
361,"['linternaut', 'voyag', 'transport', 'toulous', 'coupl', 'agress', 'polici', 'dechain', 'dan', 'aeroport']",0.720687210559845,Trintignan (acteur)
362,"['sant', 'journaldesfemm', 'form', 'sport', 'conseil', 'soulag', 'courbatur']",0.7908153533935547,santé/symptomes
363,"['franc', 'meteoconsult', 'meteo', 'franc', 'region', 'previs', 'meteo', 'franc']",0.46927154064178467,cuisine
364,"['premium', 'lefigaro', 'cultur']",0.8807718753814697,météo
365,"['commentcamarch', 'sommair', 'automatiqu', 'sou', 'word', 'tabl', 'matier']",0.5820725560188293,météo
366,"['commentcamarch', 'forum', 'affich', 'fair', 'planch', 'etiquett', 'dan', 'word']",0.7909420728683472,cuisine
367,"['cadremploi', 'editori', 'conseil', 'conseil', 'carrier', 'articl', 'messag', 'absenc', 'bureau', 'disent', 'vou']",0.790404736995697,santé/symptomes
368,"['commentcamarch', 'forum', 'affich', 'taill', 'aliexpress', 'autr', 'site', 'meme', 'genr']",0.8956481218338013,météo
369,"['droit', 'financ', 'commentcamarch', 'forum', 'affich', 'prime', 'activit', 'etant', 'chomag']",0.5818690657615662,emploi/finance
370,"['sant', 'medecin', 'journaldesfemm', 'acupan', 'indic', 'posologi', 'effet', 'secondair']",0.4601762294769287,santé/symptomes
371,"['commentcamarch', 'forum', 'affich', 'wish', 'fiabilit']",0.8606112003326416,cuisine
372,"['droit', 'financ', 'commentcamarch', 'frai', 'commiss', 'intervent', 'demand', 'rembours']",0.8945984840393066,emploi/finance
373,"['cuisin', 'journaldesfemm', 'recett', 'risotto', 'champignon']",0.790986955165863,cuisine
374,"['jeux', 'gratuit', 'jeu', 'candi', 'crush', 'saga']",0.8602534532546997,emploi/finance
375,"['linternaut', 'argent', 'guid', 'vo', 'financ', 'reconnaiss', 'dett', 'model', 'lettr', 'gratuit']",0.7208957076072693,Trintignan (acteur)
376,"['linternaut', 'actualit', 'societ', 'aid', 'kebir', 'date', 'imminent', 'faut', 'savoir', 'cett', 'fete']",0.7909727096557617,cuisine
377,"['lefigaro', 'intern', 'artfig', 'mexiqu', 'centain', 'passag', 'surviv', 'crash', 'decollag']",0.832952082157135,emploi/finance
378,"['sant', 'medecin', 'journaldesfemm', 'content', 'appendicit', 'symptom', 'diagnost', 'traitement']",0.7210941314697266,météo
379,"['forum', 'lefigaro', 'forum', 'affich', 'souhaiterai', 'souhaiterai', 'conjugaison']",0.7913289666175842,cuisine
380,"['droit', 'financ', 'commentcamarch', 'download', 'formulair']",0.41154763102531433,Trintignan (acteur)
381,"['viadeo', 'compani', 'search']",0.5823001265525818,cuisine
382,"['viadeo', 'question', 'repondr']",0.7204283475875854,Trintignan (acteur)
383,"['viadeo', 'search']",0.6802979111671448,santé/symptomes
384,"['viadeo', 'search']",0.8329305052757263,cuisine
385,"['madam', 'lefigaro', 'societ', 'secret', 'coupl', 'durent', 'temoignag', 'commun', 'rire', 'projet', 'desir']",0.5035218000411987,emploi/finance
386,"['cuisin', 'journaldesfemm', 'forum', 'affich', 'quel', 'sucr', 'utilis', 'bien', 'reussir', 'confitur']",0.5825198888778687,gossip
387,"['cuisin', 'journaldesfemm', 'recett', 'salad', 'poi', 'chich', 'oriental']",0.7217394709587097,gossip
388,"['sant', 'journaldesfemm', 'psychologi', 'horoscop', 'zodiaqu', 'sagittair', 'jour']",0.5825217366218567,gossip
389,"['lefigaro', 'cinema', 'artfig', 'new', 'york', 'time', 'interrog', 'silenc', 'cinema', 'francai', 'concern', 'luc', 'besson']",0.5825154185295105,gossip
390,"['video', 'lefigaro', 'madam', 'video', 'premier', 'film', 'erotiqu', 'tourn', 'drone']",0.7208217978477478,gossip
391,"['journaldunet', 'solut', 'dsi', 'facebook', 'googl', 'ibm', 'samsung', 'pari', 'cribl']",0.4975297152996063,cuisine
392,"['lachainemeteo', 'meteo', 'franc', 'vill', 'previs', 'meteo', 'nant', 'aujourdhui']",0.7210788726806641,météo
393,"['lefigaro', 'politiqu', 'scan', 'artfig', 'benalla', 'utilis', 'deux', 'foi', 'badg', 'assemble', 'pendant', 'suspens']",0.8607541918754578,gossip
394,"['sport', 'lefigaro', 'rugbi', 'actualit', 'ecusson', 'cach', 'desormai', 'dan', 'slip']",0.5202378034591675,santé/symptomes
395,"['cuisin', 'journaldesfemm', 'recett', 'gouger']",0.5733097195625305,cuisine
396,"['cuisin', 'journaldesfemm', 'recett', 'amus', 'gueul']",0.719566822052002,météo
397,"['journaldesfemm', 'mode', 'magazin', 'comment', 'shabil', 'chaleur', 'canicul', 'look', 'inspir', 'emiliebrunett']",0.8956702947616577,météo
398,"['journaldesfemm', 'mode', 'magazin', 'comment', 'shabil', 'chaleur', 'canicul', 'look', 'inspir', 'haleboyd']",0.8328693509101868,gossip
399,"['droit', 'financ', 'commentcamarch', 'vignett', 'pollut', 'pari', 'reglement', 'sanction']",0.7908105850219727,santé/symptomes
400,"['madam', 'lefigaro', 'celebrit', 'brad', 'pitt', 'nouvel', 'petit', 'ami', 'professeur', 'mit', 'neri', 'oxman']",0.7210636138916016,météo
401,"['commentcamarch', 'content', 'code', 'ascii']",0.7210462689399719,météo
402,"['lachainemeteo', 'meteo', 'franc', 'vill', 'previs', 'meteo', 'renn', 'aujourdhui']",0.8304030895233154,emploi/finance
403,"['lefigaro', 'politiqu', 'artfig', 'affair', 'benalla', 'vincent', 'crase', 'etait', 'arm', 'lor', 'manifest', 'mai']",0.8304147720336914,emploi/finance
404,"['lefigaro', 'emploi', 'artfig', 'pole', 'emploi', 'recuper', 'plu', 'trop', 'percu', 'vers', 'chomeur']",0.8327957391738892,emploi/finance
405,"['journaldunet', 'manag', 'guid', 'manag', 'demand', 'remis', 'gracieus', 'pole', 'emploi', 'assed']",0.7904096841812134,météo
406,"['journaldesfemm', 'peopl', 'even', 'johnni', 'laeticia', 'hallydai', 'mariag', 'photo']",0.7903587818145752,emploi/finance
407,"['commentcamarch', 'forum', 'affich', 'trouver', 'code', 'free', 'wifi']",0.8956703543663025,météo
408,"['sant', 'medecin', 'journaldesfemm', 'tendinit', 'epaul', 'symptom', 'traitement']",0.4708590805530548,gossip
409,"['sant', 'medecin', 'journaldesfemm', 'bursit', 'symptom', 'traitement']",0.8311424255371094,emploi/finance
410,"['lachainemeteo', 'meteo', 'franc', 'vill', 'previs', 'meteo', 'bourg', 'aujourdhui']",0.8801735639572144,emploi/finance
411,"['lefigaro', 'actualit', 'franc', 'artfig', 'incendi', 'aubervilli', 'enfant', 'dix', 'an', 'mi', 'examen']",0.7197397947311401,météo
412,"['sant', 'lefigaro', 'actualit', 'herni', 'abdominal', 'chirurgi', 'pa', 'simpl']",0.8593341112136841,cuisine
413,"['meteoconsult', 'alert', 'meteo', 'communiqu', 'special', 'vigil', 'meteo']",0.8326503038406372,santé/symptomes
414,"['lefigaro', 'photo', 'artfig', 'heur', 'photo', 'juillet']",0.8326431512832642,santé/symptomes
415,"['commentcamarch', 'download', 'window']",0.8956702351570129,météo
416,"['cadremploi', 'editori', 'conseil', 'conseil', 'candidatur', 'lettr', 'motiv', 'articl', 'mail', 'motiv', 'comment', 'accroch', 'recruteur']",0.8601629137992859,Trintignan (acteur)
417,"['cadremploi', 'editori', 'conseil', 'conseil', 'candidatur', 'lettr', 'motiv', 'articl', 'lettr', 'motiv', 'regl', 'connaitr', 'gagner', 'temp']",0.7882705926895142,santé/symptomes
418,"['cadremploi', 'editori', 'conseil', 'conseil', 'candidatur', 'lettr', 'motiv', 'articl', 'mail', 'motiv', 'convaincu']",0.5700858235359192,météo
419,"['cadremploi', 'editori', 'conseil', 'conseil', 'candidatur', 'lettr', 'motiv']",0.790082573890686,cuisine
420,"['cadremploi', 'editori', 'conseil', 'conseil', 'candidatur', 'lettr', 'motiv', 'articl', 'lettr', 'motiv', 'truc', 'infail', 'etr']",0.7912598252296448,cuisine
421,"['madam', 'lefigaro', 'bon', 'plan', 'remportez', 'duo', 'soin', 'solair', 'filorga']",0.9303856492042542,emploi/finance
422,"['madam', 'lefigaro', 'recett', 'fruit', 'roug', 'mascarpon']",0.930259644985199,emploi/finance
423,"['commentcamarch', 'new', 'testez', 'nouvel', 'interfac', 'chrome']",0.9240672588348389,emploi/finance
424,"['droit', 'financ', 'commentcamarch', 'content', 'prestat', 'compensatoir', 'calcul', 'montant']",0.8957226872444153,emploi/finance
425,"['premium', 'lefigaro', 'intern', 'artfig', 'migrant', 'vou', 'cach']",0.9297835230827332,emploi/finance
426,"['etudi', 'lefigaro', 'articl', 'rappeur', 'booba', 'proce', 'soir', 'nanterr', 'rime', 'contr', 'humanit', 'bcc', 'fbafc']",0.5821343064308167,gossip
427,"['linternaut', 'bricolag', 'guid', 'maison', 'jardin', 'climatis', 'laquel', 'choisir', 'maison']",0.4029238522052765,gossip
428,"['commentcamarch', 'forum', 'affich', 'freebox', 'resili', 'beinsport']",0.4533558487892151,météo
429,"['meteoconsult', 'meteo', 'franc', 'previs', 'meteo', 'franc']",0.8807574510574341,emploi/finance
430,"['linternaut', 'hightech', 'internet', 'select', 'question', 'informatiqu', 'recurrent', 'resolu', 'ordinateur', 'plu', 'comment', 'fair', 'shtml']",0.5508784651756287,Trintignan (acteur)
431,"['marin', 'meteoconsult', 'meteo', 'marin', 'meteo', 'abord', 'port', 'mer', 'mediterrane', 'previs', 'meteo', 'porquerol']",0.7212276458740234,santé/symptomes
